clean_name,year,total_spending,total_claims,manufacturer_count,first_generic_year,cost_per_claim,generic_imminent,monopoly_risk,revenue_share,risk_score
zemaira,2023,44371422.06,5017.0,1,,8844.214084114014,0,1.0,0.00024796623863509857,0.40495932477270197
protonix,2023,44298999.94,75486.0,1,,586.8505410274753,0,1.0,0.00024756151325428704,0.4049512302650858
flovent diskus,2023,43880505.28,154181.0,1,,284.60384405341773,0,1.0,0.0002452227884194429,0.4049044557683889
butrans,2023,43767145.73,77211.0,1,,566.8511705585992,0,1.0,0.0002445892873973468,0.40489178574794693
fycompa,2023,43094132.85,42484.0,1,,1014.3614737312871,0,1.0,0.00024082820729987077,0.4048165641459974
humiracf pen crohnsuchs,2023,43047254.66,2712.0,1,,15872.881511799409,0,1.0,0.00024056623218371147,0.40481132464367425
gocovri,2023,42856321.91,16902.0,1,,2535.5769678144597,0,1.0,0.0002394992193711463,0.404789984387423
keytruda,2023,42645823.08,4347.0,1,,9810.403285024155,0,1.0,0.00023832286304338186,0.4047664572608677
cresemba,2023,41885905.66,8007.0,1,,5231.160941676033,0,1.0,0.00023407612368813008,0.4046815224737626
estring,2023,41680012.44,90784.0,1,,459.11187477969685,0,1.0,0.00023292550545338359,0.40465851010906767
nerlynx,2023,41499616.26,3347.0,1,,12399.048778010158,0,1.0,0.00023191737544217385,0.4046383475088435
emgality pen,2023,40695844.75,57344.0,1,,709.6792122977121,0,1.0,0.00022742556091823895,0.4045485112183648
daraprim,2023,40523868.67,998.0,1,,40605.078827655314,0,1.0,0.00022646448598052018,0.40452928971961044
jublia,2023,40212792.05,43189.0,1,,931.0887506077936,0,1.0,0.0002247260585015808,0.40449452117003165
lialda,2023,39925116.85,35312.0,1,,1130.6387870978704,0,1.0,0.00022311840803691596,0.40446236816073833
aralast np,2023,39833046.38,4199.0,1,,9486.317308883068,0,1.0,0.00022260387938141346,0.4044520775876283
zarxio,2023,38991922.52,16877.0,1,,2310.358625348107,0,1.0,0.0002179033241567375,0.40435806648313477
lumizyme,2023,38518345.81,843.0,1,,45691.98791221827,0,1.0,0.00021525677757265255,0.4043051355514531
silenor,2023,38410606.58,74139.0,1,,518.0890837480948,0,1.0,0.0002146546852714318,0.40429309370542865
opdivo,2023,38090654.56,3449.0,1,,11043.9705885764,0,1.0,0.00021286665831038874,0.4042573331662078
prempro,2023,37916158.59,119437.0,1,,317.45739251655687,0,1.0,0.00021189150116353477,0.40423783002327074
exjade,2023,37880000.85,3430.0,1,,11043.732026239068,0,1.0,0.00021168943644779898,0.404233788728956
dilt,2023,37641296.85,727054.0,1,,51.772353704126516,0,1.0,0.00021035545772277381,0.4042071091544555
rozerem,2023,37616425.2,89985.0,1,,418.0299516586098,0,1.0,0.0002102164644425763,0.4042043292888515
zydelig,2023,37549024.83,3594.0,1,,10447.697504173622,0,1.0,0.00020983980272078347,0.4041967960544157
fasenra,2023,37095414.78,7444.0,1,,4983.263672756582,0,1.0,0.00020730483826204965,0.404146096765241
hysingla,2023,37071353.54,73628.0,1,,503.4953216167762,0,1.0,0.0002071703738950607,0.40414340747790123
somatuline depot,2023,36271224.19,4413.0,1,,8219.176113754815,0,1.0,0.0002026989132988067,0.40405397826597617
ruconest,2023,36257040.87,377.0,1,,96172.5222015915,0,1.0,0.00020261965091891265,0.40405239301837825
vivitrol,2023,35990111.33,26676.0,1,,1349.1569699355225,0,1.0,0.00020112793596046723,0.4040225587192094
tysabri,2023,35250600.81,5215.0,1,,6759.463242569512,0,1.0,0.00019699523897754153,0.40393990477955083
thalomid,2023,35068384.65,4903.0,1,,7152.434152559657,0,1.0,0.0001959769381497557,0.40391953876299513
boostrix tdap,2023,34974434.88,571463.0,1,,61.201573645187885,0,1.0,0.0001954519071724742,0.40390903814344953
tykerb,2023,34888882.54,5427.0,1,,6428.760372213009,0,1.0,0.0001949738045791531,0.4038994760915831
somavert,2023,34885906.47,2569.0,1,,13579.566551187232,0,1.0,0.00019495717304359364,0.4038991434608719
tudorza pressair,2023,34876684.5,64178.0,1,,543.4367618186917,0,1.0,0.00019490563678201939,0.4038981127356404
entyvio,2023,34824742.89,5069.0,1,,6870.140637206549,0,1.0,0.0001946153651372897,0.40389230730274583
mavenclad,2023,34765890.81,632.0,1,,55009.32090189874,0,1.0,0.0001942864748688255,0.40388572949737656
dilantin,2023,34720440.910000004,206529.0,1,,168.11411913096953,0,1.0,0.00019403248164016356,0.4038806496328033
taltz autoinjector 2 pack,2023,34370317.6,3011.0,1,,11414.917834606444,0,1.0,0.00019207584477326818,0.4038415168954654
neupogen,2023,34083889.95,12233.0,1,,2786.2249611706043,0,1.0,0.00019047516614467816,0.40380950332289356
prosol,2023,34010991.25,192241.0,1,,176.91850983921225,0,1.0,0.00019006777743363018,0.40380135554867264
tegretol,2023,33876836.31,80568.0,1,,420.4750808013107,0,1.0,0.00018931806299308027,0.4037863612598616
neulasta onpro,2023,33829446.71,4877.0,1,,6936.527929054747,0,1.0,0.00018905322990194037,0.4037810645980388
asacol hd,2023,33809037.85,24734.0,1,,1366.9053873210964,0,1.0,0.0001889391765763069,0.4037787835315262
zubsolv,2023,33592369.97,85789.0,1,,391.56966475888515,0,1.0,0.00018772834499277118,0.40375456689985545
krystexxa,2023,33323560.87,868.0,1,,38391.19915898618,0,1.0,0.00018622612625955698,0.40372452252519114
xospata,2023,33172100.56,1491.0,1,,22248.223044936283,0,1.0,0.00018537970210568558,0.40370759404211376
besivance,2023,33071030.5,187870.0,1,,176.0314605844467,0,1.0,0.0001848148799419304,0.4036962975988386
cayston,2023,32988229.17,3576.0,1,,9224.896300335571,0,1.0,0.0001843521511538758,0.40368704302307756
procysbi,2023,32929303.18,523.0,1,,62962.33877629063,0,1.0,0.0001840228478451292,0.4036804569569026
vimovo,2023,32800085.72,11814.0,1,,2776.3742779752833,0,1.0,0.0001833007261272619,0.40366601452254525
diovan,2023,32307654.74,55984.0,1,,577.0872881537582,0,1.0,0.00018054881392276054,0.4036109762784552
seroquel,2023,31890918.12,39232.0,1,,812.8802538743882,0,1.0,0.0001782199137576234,0.4035643982751525
fetzima,2023,31590371.73,62995.0,1,,501.4742714501151,0,1.0,0.00017654033364944289,0.4035308066729889
edurant,2023,31579905.9,26127.0,1,,1208.7076931909519,0,1.0,0.00017648184617307161,0.40352963692346144
effexor,2023,31226086.91,31105.0,1,,1003.8928439157692,0,1.0,0.00017450455628614095,0.4034900911257228
rydapt,2023,31073961.2,1933.0,1,,16075.510191412312,0,1.0,0.00017365441359615944,0.4034730882719232
xenazine,2023,30115947.43,1377.0,1,,21870.695301379812,0,1.0,0.0001683006282073048,0.4033660125641461
celebrex,2023,30085983.23,34880.0,1,,862.5568586582569,0,1.0,0.00016813317560779913,0.403362663512156
xgeva,2023,30064469.14,12668.0,1,,2373.260904641617,0,1.0,0.00016801294579033368,0.4033602589158067
targretin,2023,29982611.82,1020.0,1,,29394.717470588235,0,1.0,0.00016755549252868922,0.4033511098505738
kuvan,2023,29684297.95,2249.0,1,,13198.887483325921,0,1.0,0.00016588838868476568,0.4033177677736953
delzicol,2023,29662683.04,39468.0,1,,751.5628620654708,0,1.0,0.0001657675954425773,0.4033153519088516
berinert,2023,29420776.41,501.0,1,,58724.10461077844,0,1.0,0.00016441571906906645,0.40328831438138135
ajovy syringe,2023,28878501.83,42354.0,1,,681.8364695188176,0,1.0,0.00016138525978542662,0.40322770519570855
nucynta,2023,28782047.32,42864.0,1,,671.473668346398,0,1.0,0.00016084623126360576,0.40321692462527214
isentress hd,2023,28757458.81,17849.0,1,,1611.1523788447532,0,1.0,0.00016070882028926066,0.4032141764057852
edarbi,2023,28407509.57,89671.0,1,,316.79706449130714,0,1.0,0.00015875315619901198,0.40317506312398027
fabrazyme,2023,28063492.43,1678.0,1,,16724.36974374255,0,1.0,0.00015683064318790195,0.40313661286375807
rayos,2023,27333540.74,5187.0,1,,5269.624202814729,0,1.0,0.00015275136498244175,0.40305502729964887
humiracf pen psoruvadol hs,2023,27218091.79,2567.0,1,,10603.074324113752,0,1.0,0.00015210618751106928,0.4030421237502214
mektovi,2023,27159224.21,2596.0,1,,10461.950774268105,0,1.0,0.0001517772106220615,0.40303554421244125
fluorometholone,2023,27009124.99,330185.0,1,,81.79997574087254,0,1.0,0.0001509383928137178,0.4030187678562744
abilify,2023,26854630.75,20939.0,1,,1282.5173480108888,0,1.0,0.00015007501377818034,0.40300150027556364
braftovi,2023,26770750.54,2578.0,1,,10384.309751745539,0,1.0,0.00014960625575321786,0.4029921251150644
horizant,2023,26705425.64,34653.0,1,,770.6526315181947,0,1.0,0.00014924119263398067,0.40298482385267964
xiaflex,2023,26574904.87,3510.0,1,,7571.197968660969,0,1.0,0.00014851178746961853,0.4029702357493924
humalog mix 5050 kwikpen,2023,26031916.33,22265.0,1,,1169.1855526611273,0,1.0,0.0001454773382760881,0.40290954676552176
azesco,2023,26007716.3,6998.0,1,,3716.4498856816235,0,1.0,0.0001453420982919866,0.40290684196583976
neurontin,2023,25867339.97,23008.0,1,,1124.2759027294853,0,1.0,0.00014455761609764918,0.402891152321953
ledipasvirsofosbuvir,2023,25843413.87,2086.0,1,,12388.980762224353,0,1.0,0.00014442390695003197,0.40288847813900064
omnipod classic pods gen 3,2023,25479412.99,18575.0,1,,1371.704602422611,0,1.0,0.0001423897163633202,0.4028477943272664
cialis,2023,25450789.92,53496.0,1,,475.75126962763574,0,1.0,0.0001422297585644358,0.40284459517128873
jynarque,2023,24946951.26,1771.0,1,,14086.364347826087,0,1.0,0.00013941409542814488,0.4027882819085629
prozac,2023,24641679.82,17369.0,1,,1418.716093039323,0,1.0,0.00013770810974580273,0.40275416219491605
vyzulta,2023,24495875.57,67188.0,1,,364.58706271953326,0,1.0,0.00013689329404301494,0.4027378658808603
alyq,2023,24442360.54,11124.0,1,,2197.263622797555,0,1.0,0.00013659422946307877,0.4027318845892616
cerdelga,2023,24364606.07,913.0,1,,26686.31552026287,0,1.0,0.00013615970465932347,0.40272319409318647
dymista,2023,24101990.27,98550.0,1,,244.56611131405379,0,1.0,0.00013469209670111806,0.40269384193402236
norvasc,2023,24076817.88,50923.0,1,,472.8083160850696,0,1.0,0.00013455142275883793,0.4026910284551768
verapamil pm,2023,23837914.75,85478.0,1,,278.87777849271157,0,1.0,0.00013321633121130658,0.40266432662422613
sabril,2023,23834226.32,978.0,1,,24370.3745603272,0,1.0,0.00013319571870733203,0.40266391437414667
evotaz,2023,23420219.17,13700.0,1,,1709.5050489051096,0,1.0,0.00013088207197284787,0.402617641439457
edarbyclor,2023,22640123.62,74643.0,1,,303.3120804362097,0,1.0,0.00012652256870860926,0.4025304513741722
rapaflo,2023,22220988.89,54482.0,1,,407.8592726037958,0,1.0,0.00012418026689238847,0.40248360533784777
cymbalta,2023,22047569.2,42761.0,1,,515.5999438740909,0,1.0,0.00012321112445254473,0.4024642224890509
insulin lispro kwikpen u100,2023,21924067.51,81762.0,1,,268.1449513221301,0,1.0,0.0001225209448704487,0.402450418897409
eylea,2023,21894515.31,8766.0,1,,2497.6631656399722,0,1.0,0.00012235579470087595,0.40244711589401755
cosentyx syringe,2023,21879289.69,2734.0,1,,8002.666309436723,0,1.0,0.00012227070750855696,0.40244541415017115
cuprimine,2023,21821325.59,904.0,1,,24138.63450221239,0,1.0,0.00012194677964720887,0.4024389355929442
trileptal,2023,21663258.91,15556.0,1,,1392.5982842633068,0,1.0,0.00012106343630878403,0.40242126872617573
kisqali femara copack,2023,21565204.45,1835.0,1,,11752.155013623978,0,1.0,0.00012051546659091657,0.40241030933181837
corlanor,2023,21487019.6,37224.0,1,,577.23564367075,0,1.0,0.00012007853664202891,0.4024015707328406
avastin,2023,21393130.17,3652.0,1,,5857.921733296824,0,1.0,0.00011955384287014096,0.40239107685740283
orkambi,2023,21154775.78,970.0,1,,21809.04719587629,0,1.0,0.0001182218179133897,0.4023644363582678
lexapro,2023,20932118.0,33819.0,1,,618.9455040066235,0,1.0,0.00011697751223991403,0.4023395502447983
actimmune,2023,20879139.7,381.0,1,,54800.891601049865,0,1.0,0.00011668144713380771,0.40233362894267616
androderm,2023,20873369.89,26813.0,1,,778.479464811845,0,1.0,0.00011664920299970257,0.40233298405999407
alvesco,2023,20730250.8,145378.0,1,,142.59551513984235,0,1.0,0.00011584939310458157,0.40231698786209164
prevacid,2023,20646056.59,25938.0,1,,795.977199090138,0,1.0,0.00011537888031505855,0.4023075776063012
glucagen,2023,20566488.54,59848.0,1,,343.64537728913245,0,1.0,0.00011493422046062905,0.4022986844092126
zonegran,2023,20527230.13,7562.0,1,,2714.5239526580267,0,1.0,0.00011471482789193177,0.40229429655783866
ambien,2023,20497209.060000002,32523.0,1,,630.2373415736556,0,1.0,0.00011454705747885748,0.4022909411495772
lorbrena,2023,20174268.96,1272.0,1,,15860.274339622641,0,1.0,0.00011274233186530469,0.4022548466373061
kaletra,2023,19841104.41,18069.0,1,,1098.0742935414246,0,1.0,0.00011088046770872338,0.4022176093541745
humira pen psoruveitsadol hs,2023,19780376.41,1860.0,1,,10634.61097311828,0,1.0,0.00011054109400734707,0.40221082188014695
oxtellar,2023,19763873.72,19747.0,1,,1000.8544953663848,0,1.0,0.00011044887000873085,0.40220897740017464
sucraid,2023,19620159.42,1840.0,1,,10663.130119565218,0,1.0,0.00010964573382885166,0.40219291467657703
tegsedi,2023,19207847.56,540.0,1,,35570.08807407407,0,1.0,0.00010734156109058352,0.4021468312218117
bepreve,2023,18845666.15,59924.0,1,,314.492793371604,0,1.0,0.00010531753847035252,0.4021063507694071
lonhala magnair refill,2023,18830050.58,15349.0,1,,1226.793314222425,0,1.0,0.00010523027207280936,0.4021046054414562
zyprexa,2023,18813188.07,16413.0,1,,1146.2370115152623,0,1.0,0.00010513603724812892,0.4021027207449626
zortress,2023,18641260.34,6561.0,1,,2841.222426459381,0,1.0,0.0001041752325106219,0.4020835046502125
taltz autoinjector 3 pack,2023,18251057.3,1116.0,1,,16353.993996415771,0,1.0,0.0001019946131921348,0.40203989226384274
provigil,2023,18194711.38,5486.0,1,,3316.5715238789644,0,1.0,0.00010167972840376942,0.4020335945680754
fiasp flextouch,2023,17900764.66,20833.0,1,,859.250451687227,0,1.0,0.00010003703003771384,0.4020007406007543
genotropin,2023,17872607.11,7472.0,1,,2391.9442063704496,0,1.0,9.987967376111675e-05,0.40199759347522235
tavalisse,2023,17751233.7,1762.0,1,,10074.479965947787,0,1.0,9.920138790615094e-05,0.40198402775812303
taltz syringe,2023,17723634.31,2446.0,1,,7245.966602616516,0,1.0,9.904715086327074e-05,0.40198094301726545
chenodal,2023,17658479.52,364.0,1,,48512.30637362637,0,1.0,9.868303839052843e-05,0.4019736607678106
zoloft,2023,17639163.64,23608.0,1,,747.1689105388004,0,1.0,9.857509309855536e-05,0.4019715018619711
dovato,2023,17591992.04,7224.0,1,,2435.21484496124,0,1.0,9.831147828344796e-05,0.40196622956566896
kalbitor,2023,17546169.83,323.0,1,,54322.50721362229,0,1.0,9.80554044293289e-05,0.4019611080885866
odomzo,2023,17389944.77,1542.0,1,,11277.525791180286,0,1.0,9.718235284093582e-05,0.40194364705681873
kineret,2023,17275786.18,3562.0,1,,4850.02419427288,0,1.0,9.654438644599116e-05,0.40193088772891983
actemra actpen,2023,17195137.67,4465.0,1,,3851.094662933931,0,1.0,9.609368852494679e-05,0.401921873770499
brovana,2023,17053363.23,26809.0,1,,636.1059058525123,0,1.0,9.530139310169306e-05,0.4019060278620339
novofine autocover,2023,16919281.55,226325.0,1,,74.75657373246437,0,1.0,9.455208806895111e-05,0.401891041761379
thiola,2023,16565802.82,2007.0,1,,8254.012366716492,0,1.0,9.257669969854711e-05,0.40185153399397094
armour thyroid,2023,16542424.4,275432.0,1,,60.05992186819251,0,1.0,9.244605121798247e-05,0.40184892102435965
xanax,2023,16473549.879999999,30939.0,1,,532.4525640777013,0,1.0,9.206115132365173e-05,0.40184122302647307
prevymis,2023,16265009.82,2602.0,1,,6250.964573405073,0,1.0,9.089574142957593e-05,0.4018179148285915
klorcon,2023,16241975.32,45795.0,1,,354.6670012010045,0,1.0,9.076701491916307e-05,0.4018153402983833
xpovio,2023,16198198.34,703.0,1,,23041.533911806542,0,1.0,9.052237067371324e-05,0.40181044741347427
eucrisa,2023,15970864.27,22881.0,1,,697.9967776758009,0,1.0,8.925193191754082e-05,0.40178503863835086
clozaril,2023,15875977.34,11446.0,1,,1387.0327922418312,0,1.0,8.872166369454098e-05,0.40177443327389084
canasa,2023,15816186.02,11509.0,1,,1374.2450273698844,0,1.0,8.838752455644035e-05,0.40176775049112884
nicotrol,2023,15792536.81,32912.0,1,,479.8412983106466,0,1.0,8.825536278703703e-05,0.40176510725574077
autoshield duo pen needle,2023,15676248.76,216689.0,1,,72.34446030947579,0,1.0,8.760549607062396e-05,0.4017521099214125
novofine 32,2023,15526256.46,216993.0,1,,71.55187706515879,0,1.0,8.676727577637841e-05,0.4017353455155276
simponi aria,2023,15435671.77,2190.0,1,,7048.251949771689,0,1.0,8.626105028676365e-05,0.4017252210057353
darzalex,2023,15299262.69,1543.0,1,,9915.27069993519,0,1.0,8.549873876026951e-05,0.4017099747752054
ilaris,2023,15141638.79,614.0,1,,24660.649495114005,0,1.0,8.461786986341191e-05,0.4016923573972683
norditropin flexpro,2023,15069330.8,6243.0,1,,2413.7963799455392,0,1.0,8.421378228922242e-05,0.40168427564578446
velcade,2023,15061837.21,2730.0,1,,5517.156487179487,0,1.0,8.417190494475369e-05,0.4016834380988951
herceptin,2023,15028324.96,2581.0,1,,5822.6753041456805,0,1.0,8.398462434397732e-05,0.40167969248687957
mysoline,2023,14966914.74,3649.0,1,,4101.648325568649,0,1.0,8.364143810923003e-05,0.40167282876218463
vyndamax,2023,14937196.96,636.0,1,,23486.158742138367,0,1.0,8.347536260871483e-05,0.4016695072521743
olumiant,2023,14774297.19,5925.0,1,,2493.5522683544305,0,1.0,8.25650099229974e-05,0.40165130019845996
iressa,2023,14729640.89,1899.0,1,,7756.5249552396,0,1.0,8.231545166616743e-05,0.4016463090333234
extavia,2023,14720256.07,2473.0,1,,5952.388220784473,0,1.0,8.226300533004323e-05,0.4016452601066009
myalept,2023,14564132.65,122.0,1,,119378.13647540983,0,1.0,8.139052174887924e-05,0.4016278104349776
alunbrig,2023,14483936.9,868.0,1,,16686.563248847928,0,1.0,8.094235404185532e-05,0.4016188470808371
vimizim,2023,14364698.82,163.0,1,,88126.98662576688,0,1.0,8.027600131239604e-05,0.40160552002624794
ulticare pen needle,2023,14181250.92,312537.0,1,,45.37463058773841,0,1.0,7.925081700148987e-05,0.4015850163400298
regranex,2023,14100630.87,9639.0,1,,1462.872794895736,0,1.0,7.880027812694036e-05,0.4015760055625388
apidra solostar,2023,14012558.62,15651.0,1,,895.3139492684173,0,1.0,7.830809321271563e-05,0.4015661618642543
pifeltro,2023,13972657.5,9541.0,1,,1464.4856409181427,0,1.0,7.808510890920721e-05,0.40156170217818415
